appId,tool,spec,check,location,detail,severity,proposedLabel,rationale,REVIEWED_LABEL
file-bolt-1,bolt,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-bolt-1,bolt,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-bolt-1,bolt,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-bolt-1,bolt,file,storage-rules,"supabase/migrations/20260730061806_create_gallery_storage_and_table.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
file-bolt-1,bolt,file,storage-rules,"supabase/migrations/20260730061806_create_gallery_storage_and_table.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-bolt-1,bolt,file,storage-rules,"supabase/migrations/20260730061806_create_gallery_storage_and_table.sql","permissive RLS policy (delete) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,storage-rules,"supabase/migrations/20260731082412_create_gallery.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
file-bolt-2,bolt,file,storage-rules,"supabase/migrations/20260731082412_create_gallery.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-bolt-2,bolt,file,storage-rules,"supabase/migrations/20260731082412_create_gallery.sql","permissive RLS policy (delete) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,storage-rules,"supabase/migrations/20260731082656_create_images_gallery.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
file-bolt-3,bolt,file,storage-rules,"supabase/migrations/20260731082656_create_images_gallery.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-bolt-3,bolt,file,storage-rules,"supabase/migrations/20260731082656_create_images_gallery.sql","permissive RLS policy (delete) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-claude-1,claude,file,endpoint-auth,"server.js","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-claude-2,claude,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-claude-2,claude,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-claude-2,claude,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-claude-2,claude,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-claude-2,claude,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-claude-3,claude,file,endpoint-auth,"server.js","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-lovable-1,lovable,file,storage-rules,"supabase/migrations/20260727084141_3f393f8e-8959-43e9-bb11-1185527ad459.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
file-lovable-1,lovable,file,storage-rules,"supabase/migrations/20260727084141_3f393f8e-8959-43e9-bb11-1185527ad459.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-lovable-2,lovable,file,storage-rules,"supabase/migrations/20260727084805_1bdd9203-34a4-43b7-a025-1c0f4df978d1.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
file-lovable-2,lovable,file,storage-rules,"supabase/migrations/20260727084805_1bdd9203-34a4-43b7-a025-1c0f4df978d1.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
file-lovable-3,lovable,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-lovable-3,lovable,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-lovable-3,lovable,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-lovable-3,lovable,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-lovable-3,lovable,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
file-replit-1,replit,file,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
file-replit-1,replit,file,endpoint-auth,"artifacts/api-server/src/routes/images.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
file-replit-2,replit,file,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
file-replit-2,replit,file,endpoint-auth,"artifacts/api-server/src/routes/images.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
file-replit-3,replit,file,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
file-replit-3,replit,file,endpoint-auth,"artifacts/api-server/src/routes/images.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-v0-1,v0,file,endpoint-auth,"app/api/images/route.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"prompt explicitly asks for a publicly viewable gallery",
file-v0-1,v0,file,endpoint-auth,"app/api/upload/route.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-v0-2,v0,file,endpoint-auth,"app/api/images/route.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"prompt explicitly asks for a publicly viewable gallery",
file-v0-2,v0,file,endpoint-auth,"app/api/upload/route.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
file-v0-3,v0,file,endpoint-auth,"app/api/list/route.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"prompt explicitly asks for a publicly viewable gallery",
file-v0-3,v0,file,endpoint-auth,"app/api/upload/route.ts","route touches data with no visible auth check (write)",0.95,TP,"no design justification for unauthenticated access",
todo-bolt-1,bolt,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-bolt-1,bolt,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-bolt-1,bolt,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-bolt-1,bolt,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-bolt-1,bolt,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-bolt-2,bolt,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-bolt-2,bolt,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-bolt-2,bolt,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-bolt-2,bolt,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-bolt-2,bolt,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-bolt-3,bolt,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-bolt-3,bolt,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-bolt-3,bolt,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-bolt-3,bolt,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-bolt-3,bolt,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-claude-1,claude,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-claude-1,claude,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-claude-1,claude,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-claude-1,claude,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-claude-1,claude,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-claude-2,claude,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-claude-2,claude,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-claude-2,claude,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-claude-2,claude,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-claude-2,claude,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-claude-3,claude,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-claude-3,claude,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-claude-3,claude,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-claude-3,claude,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-claude-3,claude,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-lovable-1,lovable,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-lovable-1,lovable,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-lovable-1,lovable,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-lovable-1,lovable,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-lovable-1,lovable,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-lovable-2,lovable,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-lovable-2,lovable,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-lovable-2,lovable,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-lovable-2,lovable,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-lovable-2,lovable,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-lovable-3,lovable,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-lovable-3,lovable,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-lovable-3,lovable,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-lovable-3,lovable,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-lovable-3,lovable,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,cors-tighten,"artifacts/api-server/src/app.ts:28","permissive CORS (cors-bare)",0.7,TP,"no design justification for unauthenticated access",
todo-replit-1,replit,todo,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
todo-replit-2,replit,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,cors-tighten,"artifacts/api-server/src/app.ts:38","permissive CORS (cors-origin-true)",0.7,TP,"no design justification for unauthenticated access",
todo-replit-2,replit,todo,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
todo-replit-3,replit,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,cors-tighten,"artifacts/api-server/src/app.ts:39","permissive CORS (cors-origin-true)",0.7,TP,"no design justification for unauthenticated access",
todo-replit-3,replit,todo,endpoint-auth,"artifacts/api-server/src/routes/health.ts","route touches data with no visible auth check (read)",0.7,INTENDED,"healthcheck endpoint is public by design",
todo-v0-1,v0,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-v0-1,v0,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-v0-1,v0,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-v0-1,v0,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-v0-1,v0,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-v0-2,v0,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-v0-2,v0,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-v0-2,v0,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-v0-2,v0,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-v0-2,v0,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
todo-v0-3,v0,todo,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
todo-v0-3,v0,todo,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
todo-v0-3,v0,todo,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
todo-v0-3,v0,todo,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
todo-v0-3,v0,todo,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,storage-rules,"supabase/migrations/20260801061712_create_waitlist_table.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-bolt-1,bolt,waitlist,storage-rules,"supabase/migrations/20260801061712_create_waitlist_table.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
waitlist-bolt-2,bolt,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-bolt-2,bolt,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-bolt-2,bolt,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-bolt-2,bolt,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-bolt-2,bolt,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-bolt-2,bolt,waitlist,storage-rules,"supabase/migrations/20260802065008_create_waitlist_table.sql","permissive RLS policy (insert) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,storage-rules,"supabase/migrations/20260802074114_create_waitlist_table.sql","permissive RLS policy (select) — public read via USING(true)",0.5,INTENDED?,"public read may be intended; write/delete is not — REVIEW",
waitlist-bolt-3,bolt,waitlist,storage-rules,"supabase/migrations/20260802074114_create_waitlist_table.sql","permissive RLS policy (update) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-bolt-3,bolt,waitlist,storage-rules,"supabase/migrations/20260802074114_create_waitlist_table.sql","permissive RLS policy (delete) — public write/delete via USING(true)",0.95,TP,"no design justification for unauthenticated access",
waitlist-claude-1,claude,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-claude-1,claude,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-claude-1,claude,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-claude-1,claude,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-claude-1,claude,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-claude-2,claude,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-claude-2,claude,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-claude-2,claude,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-claude-2,claude,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-claude-2,claude,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-claude-3,claude,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-claude-3,claude,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-claude-3,claude,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-claude-3,claude,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
waitlist-claude-3,claude,waitlist,security-headers,"","Response is missing referrer-policy",0.4,TP,"no design justification for unauthenticated access",
waitlist-lovable-1,lovable,waitlist,security-headers,"","Response is missing content-security-policy",0.9,TP,"no design justification for unauthenticated access",
waitlist-lovable-1,lovable,waitlist,security-headers,"","Response is missing strict-transport-security",0.7,TP,"no design justification for unauthenticated access",
waitlist-lovable-1,lovable,waitlist,security-headers,"","Response is missing x-frame-options",0.6,TP,"no design justification for unauthenticated access",
waitlist-lovable-1,lovable,waitlist,security-headers,"","Response is missing x-content-type-options",0.5,TP,"no design justification for unauthenticated access",
